subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
646,1,0,3,0,4,0,11,0,11,0,85,0,46,0,184,1,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,206,66,GCC,TRUE,FALSE,FALSE,FALSE,0
647,7,0,42,3,61,1,96,3,92,1,113,3,195,6,131,3,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,2745,244,GCC,TRUE,FALSE,FALSE,FALSE,0
648,1,0,0,0,5,0,4,0,3,0,8,1,23,0,28,9,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,756,3,Saudi,TRUE,FALSE,FALSE,FALSE,0
649,0,0,8,0,5,0,19,0,12,0,16,5,35,3,45,5,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,138,39,Yemen,FALSE,TRUE,FALSE,FALSE,1
650,0,0,0,0,3,1,0,0,5,1,2,0,12,1,10,0,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,167,73,Saudi,TRUE,FALSE,FALSE,FALSE,0
651,16,3,2,0,37,3,17,2,32,0,23,0,54,9,42,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,13,10,Syria,FALSE,FALSE,FALSE,TRUE,1
652,1,0,6,0,11,0,18,0,15,0,37,1,44,15,46,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,36,24,GCC,TRUE,FALSE,FALSE,FALSE,0
653,8,0,9,0,22,0,29,0,38,1,43,0,128,6,88,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,65,13,GCC,TRUE,FALSE,FALSE,FALSE,0
654,3,1,6,0,54,8,73,7,103,8,123,8,204,13,270,16,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,170,69,Saudi,TRUE,FALSE,FALSE,FALSE,0
655,6,0,4,0,17,0,15,0,32,1,26,0,44,1,49,1,2/13/18,0,NA,23,9,Iran,FALSE,FALSE,FALSE,FALSE,0
656,0,0,4,0,6,0,7,0,3,0,4,0,23,0,21,0,2/13/18,0,NA,194,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
657,36,0,39,0,144,0,139,0,134,1,202,1,559,5,520,2,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,99,108,GCC,TRUE,FALSE,FALSE,FALSE,0
658,8,5,12,3,23,8,26,6,31,9,94,25,41,10,126,34,2/13/18,0,NA,1228,435,GCC,TRUE,FALSE,FALSE,FALSE,0
659,46,4,57,2,136,14,152,7,142,17,199,13,234,27,251,38,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,2844,1320,Saudi,TRUE,FALSE,FALSE,FALSE,0
660,19,1,13,0,36,1,25,0,49,1,51,0,92,1,105,0,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,302,6,Saudi,TRUE,FALSE,FALSE,FALSE,0
661,8,1,7,1,25,4,68,23,59,9,93,29,85,13,166,43,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,328,252,Saudi,TRUE,FALSE,FALSE,FALSE,0
662,16,1,14,6,25,1,35,17,16,8,24,20,35,17,52,41,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,214,91,GCC,TRUE,FALSE,FALSE,FALSE,0
663,40,0,42,0,128,0,148,0,105,0,126,0,231,1,298,1,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1238,62,Lebanon,FALSE,FALSE,FALSE,FALSE,0
664,8,0,9,0,13,0,17,0,20,0,31,0,65,0,61,0,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,98,38,GCC,TRUE,FALSE,FALSE,FALSE,0
665,8,6,5,4,9,7,10,6,15,8,16,6,49,10,18,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,39,15,Guinea,FALSE,FALSE,FALSE,FALSE,0
666,27,2,23,1,67,2,69,4,115,2,96,5,138,2,220,15,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,27,14,UAE,TRUE,FALSE,FALSE,FALSE,0
667,2,0,8,0,5,0,8,0,11,0,13,0,17,0,34,0,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,10,1,GCC,TRUE,FALSE,FALSE,FALSE,0
668,18,0,49,1,48,0,122,1,175,0,210,1,375,1,365,3,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,745,69,Yemen,FALSE,TRUE,FALSE,FALSE,1
669,16,1,1,0,23,1,21,2,29,1,28,3,55,1,79,7,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,1471,467,Saudi,TRUE,FALSE,FALSE,FALSE,0
670,0,0,2,0,9,0,21,1,8,0,NA,NA,67,5,NA,NA,2/14/18,3,NA,54,51,NA,FALSE,FALSE,FALSE,FALSE,0
671,3,0,1,0,5,0,7,0,8,0,21,0,18,0,NA,NA,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,610,1,NA,FALSE,FALSE,FALSE,FALSE,0
672,0,0,13,4,9,0,42,12,31,0,51,13,58,0,NA,NA,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1355,1,NA,FALSE,FALSE,FALSE,FALSE,0
673,0,0,4,0,7,0,6,0,1,0,1,0,6,0,2,0,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,6,20,GCC,TRUE,FALSE,FALSE,FALSE,0
674,5,0,1,0,11,0,5,1,13,1,17,1,48,1,NA,NA,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,643,3,NA,FALSE,FALSE,FALSE,FALSE,0
675,45,1,107,10,213,3,399,17,273,3,225,17,300,3,323,20,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,431,1075,Yemen,FALSE,TRUE,FALSE,FALSE,1
676,9,0,8,0,25,0,33,0,47,0,86,0,94,1,183,1,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,279,38,Saudi,TRUE,FALSE,FALSE,FALSE,0
677,7,1,5,1,21,3,23,3,34,2,NA,NA,54,3,NA,NA,2/14/18,0,NA,23,1,Iraq,FALSE,FALSE,TRUE,FALSE,1
678,2,1,0,0,12,3,2,0,15,6,21,0,51,2,NA,NA,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,473,1,NA,FALSE,FALSE,FALSE,FALSE,0
679,9,0,13,1,33,2,52,4,66,5,45,14,198,22,174,22,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,195,2,GCC,TRUE,FALSE,FALSE,FALSE,0
680,14,0,1,0,26,0,20,1,19,0,34,1,131,0,76,1,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,70,13,GCC,TRUE,FALSE,FALSE,FALSE,0
681,2,0,1,1,7,1,3,3,12,2,8,4,27,3,NA,NA,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1236,1,NA,FALSE,FALSE,FALSE,FALSE,0
682,7,0,7,0,21,0,22,0,45,0,21,0,75,1,46,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,407,43,Saudi,TRUE,FALSE,FALSE,FALSE,0
683,11,0,12,0,37,4,53,0,56,6,43,2,127,11,169,9,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1841,204,GCC,TRUE,FALSE,FALSE,FALSE,0
684,44,0,39,0,123,1,146,0,145,1,197,0,266,1,324,0,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1004,13,GCC,TRUE,FALSE,FALSE,FALSE,0
685,4,0,1,0,22,0,8,0,31,0,23,1,56,0,45,1,2/14/18,0,NA,225,26,Iraq,FALSE,FALSE,TRUE,FALSE,1
686,1,0,3,0,6,0,5,0,5,0,4,0,6,0,16,5,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,130,151,NA,FALSE,FALSE,FALSE,FALSE,0
687,4,1,8,0,60,4,82,0,22,4,84,0,93,3,NA,NA,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1602,29,Syria,FALSE,FALSE,FALSE,TRUE,1
688,4,0,1,0,8,1,2,0,13,1,6,1,21,2,29,5,2/14/18,0,NA,386,77,GCC,TRUE,FALSE,FALSE,FALSE,0
689,0,0,1,0,5,0,3,0,4,0,5,0,36,0,25,0,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1013,81,GCC,TRUE,FALSE,FALSE,FALSE,0
690,0,0,21,1,32,0,24,1,0,0,23,1,47,0,53,1,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,4,34,GCC,TRUE,FALSE,FALSE,FALSE,0
691,7,3,14,0,79,9,29,4,89,23,128,29,364,26,332,44,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,136,101,GCC,TRUE,FALSE,FALSE,FALSE,0
692,6,0,10,0,23,0,36,0,25,0,42,0,52,0,64,0,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,126,22,Bahrain,TRUE,FALSE,FALSE,FALSE,0
693,25,3,47,7,77,10,112,14,102,24,116,33,246,63,231,92,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,51,21,Saudi,TRUE,FALSE,FALSE,FALSE,0
694,0,0,1,0,3,0,4,0,6,0,2,0,7,0,8,0,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,384,18,GCC,TRUE,FALSE,FALSE,FALSE,0
695,0,0,0,0,5,0,6,0,3,0,5,5,12,0,40,5,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,32,13,Yemen,FALSE,TRUE,FALSE,FALSE,1
696,34,2,27,0,128,2,136,0,209,3,267,0,377,5,474,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,65,52,Saudi,TRUE,FALSE,FALSE,FALSE,0
697,41,0,48,0,148,0,149,0,151,0,176,1,236,0,202,1,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,524,40,UK,FALSE,FALSE,FALSE,FALSE,0
698,11,2,56,8,91,13,86,10,115,18,121,18,232,18,176,23,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,4378,230,GCC,TRUE,FALSE,FALSE,FALSE,0
699,0,0,0,0,30,0,35,0,45,0,31,0,142,0,202,2,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,526,547,NA,FALSE,FALSE,FALSE,FALSE,0
700,37,3,28,0,94,6,75,2,72,7,125,5,489,9,443,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1,12,Switzerland,FALSE,FALSE,FALSE,FALSE,0
701,0,0,0,0,11,0,5,0,13,0,7,0,24,0,23,0,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,81,12,Saudi,TRUE,FALSE,FALSE,FALSE,0
702,3,1,5,0,13,1,7,0,17,1,14,0,52,2,NA,NA,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,144,23,Syria,FALSE,FALSE,FALSE,TRUE,1
703,32,3,5,0,45,3,33,0,53,4,76,2,87,3,102,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,834,9,Saudi,TRUE,FALSE,FALSE,FALSE,0
704,17,0,6,0,48,0,40,0,115,0,112,0,358,2,150,0,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,241,62,Yemen,FALSE,TRUE,FALSE,FALSE,1
705,0,0,13,0,0,0,17,0,0,0,12,0,30,2,23,0,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
706,4,0,2,0,10,0,2,0,23,0,7,0,30,0,NA,NA,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,408,1,Syria,FALSE,FALSE,FALSE,TRUE,1
707,2,0,9,0,17,0,18,0,57,0,35,0,170,12,113,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,6,4,NA,FALSE,FALSE,FALSE,FALSE,0
708,170,38,71,18,202,104,71,18,232,104,200,18,400,104,304,18,2/14/18,5,هذا الكلام الطائفي يزرع الفتنة.,87,24,Iraq,FALSE,FALSE,TRUE,FALSE,1
709,0,0,1,0,2,1,18,0,4,3,6,0,27,5,34,0,2/14/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,183,111,Saudi,TRUE,FALSE,FALSE,FALSE,0
710,2,0,1,0,5,0,6,0,3,0,6,0,7,0,8,0,2/14/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,23,86,GCC,TRUE,FALSE,FALSE,FALSE,0
711,3,1,4,0,11,2,13,0,14,2,27,0,46,3,NA,NA,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,539,1,NA,FALSE,FALSE,FALSE,FALSE,0
712,141,10,58,1,295,19,184,5,306,19,338,9,452,20,508,18,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,585,354,Saudi,TRUE,FALSE,FALSE,FALSE,0
713,13,0,11,0,17,0,45,0,34,1,123,2,111,2,203,2,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,39,46,GCC,TRUE,FALSE,FALSE,FALSE,0
714,10,0,4,0,16,0,5,0,19,0,8,0,43,1,14,0,2/14/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,81,35,GCC,TRUE,FALSE,FALSE,FALSE,0
715,50,0,66,0,237,1,243,0,235,1,258,0,423,1,363,1,2/14/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,259,135,GCC,TRUE,FALSE,FALSE,FALSE,0
716,3,0,4,0,3,1,4,1,4,0,2,1,15,0,14,1,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,7,31,NA,FALSE,FALSE,FALSE,FALSE,0
717,19,0,6,0,68,0,48,0,54,0,30,0,98,6,127,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,45,33,GCC,TRUE,FALSE,FALSE,FALSE,0
718,3,0,1,0,6,0,7,0,7,0,NA,NA,18,0,NA,NA,2/15/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,3245,1,GCC,TRUE,FALSE,FALSE,FALSE,0
719,3,0,2,0,5,0,6,0,4,0,20,0,15,0,43,1,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,1007,46,Saudi,TRUE,FALSE,FALSE,FALSE,0
720,1,0,0,0,3,0,2,0,1,0,2,0,4,0,30,21,2/15/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2631,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
721,16,1,6,0,74,1,15,0,79,1,42,1,88,1,109,1,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,105,18,GCC,TRUE,FALSE,FALSE,FALSE,0
722,5,0,7,1,10,1,NA,NA,9,0,NA,NA,15,2,NA,NA,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,4669,636,Saudi,TRUE,FALSE,FALSE,FALSE,0
723,45,0,43,0,153,0,155,0,260,0,266,0,394,0,587,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1291,47,Yemen,FALSE,TRUE,FALSE,FALSE,1
724,32,0,23,0,78,2,48,0,112,2,104,2,189,2,310,1,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,759,228,GCC,TRUE,FALSE,FALSE,FALSE,0
725,43,4,22,2,153,8,103,4,142,14,216,8,426,16,455,11,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,21,6,GCC,TRUE,FALSE,FALSE,FALSE,0
726,134,18,141,19,454,39,420,36,861,53,725,56,1797,50,1572,25,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,4542,251,Saudi,TRUE,FALSE,FALSE,FALSE,0
727,28,1,21,0,86,2,101,1,156,4,138,2,269,4,213,2,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,53,8,GCC,TRUE,FALSE,FALSE,FALSE,0
728,0,0,3,0,5,0,6,0,3,0,2,0,6,0,9,2,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,3543,1,Turkey,FALSE,FALSE,FALSE,FALSE,0
729,0,0,13,4,9,0,45,12,34,0,51,13,69,0,51,13,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,44,18,Tunisia,FALSE,FALSE,FALSE,FALSE,0
730,0,0,1,0,6,0,4,0,1,0,9,0,45,0,26,0,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,3079,76,Yemen,FALSE,TRUE,FALSE,FALSE,1
731,2,0,1,1,7,1,3,3,4,2,8,4,25,3,23,5,2/15/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,5674,648,Saudi,TRUE,FALSE,FALSE,FALSE,0
732,17,1,23,1,36,2,105,12,75,5,36,17,49,13,65,18,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1348,134,GCC,TRUE,FALSE,FALSE,FALSE,0
733,10,0,9,1,42,1,18,1,106,1,26,1,238,1,145,3,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,173,35,GCC,TRUE,FALSE,FALSE,FALSE,0
734,3,1,4,0,11,2,13,0,31,2,27,0,46,3,76,4,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,35,32,NA,FALSE,FALSE,FALSE,FALSE,0
735,29,0,11,0,49,0,15,0,14,0,12,0,42,0,39,0,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,437,17,GCC,TRUE,FALSE,FALSE,FALSE,0
736,19,0,29,0,75,0,148,1,168,4,211,10,227,1,307,2,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,201,261,Yemen,FALSE,TRUE,FALSE,FALSE,1
737,0,0,1,0,5,0,4,0,2,0,3,0,6,0,16,0,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,1126,130,Saudi,TRUE,FALSE,FALSE,FALSE,0
738,13,0,9,0,45,0,52,0,56,0,94,0,114,0,240,1,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,440,46,Saudi,TRUE,FALSE,FALSE,FALSE,0
739,1,0,4,0,1,0,16,0,6,0,19,0,27,0,27,0,2/15/18,0,NA,112,49,GCC,TRUE,FALSE,FALSE,FALSE,0
740,5,0,1,0,18,0,26,2,36,2,45,3,114,6,70,5,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,78,9,GCC,TRUE,FALSE,FALSE,FALSE,0
741,2,0,21,1,18,2,34,4,22,2,NA,NA,125,5,NA,NA,2/15/18,1,NA,565,12,NA,FALSE,FALSE,FALSE,FALSE,0
742,116,0,186,0,490,3,657,0,423,2,452,0,835,4,1011,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,5007,16,Saudi,TRUE,FALSE,FALSE,FALSE,0
743,29,3,32,0,139,4,46,0,42,5,37,0,45,7,54,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,118,7,GCC,TRUE,FALSE,FALSE,FALSE,0
744,2,0,19,1,18,2,31,4,64,2,59,8,247,5,91,9,2/15/18,0,NA,308,53,Lebanon,FALSE,FALSE,FALSE,FALSE,0
745,28,0,11,0,71,2,105,1,79,3,145,2,212,9,311,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,25,112,GCC,TRUE,FALSE,FALSE,FALSE,0
746,1,0,1,0,4,0,8,1,8,0,15,2,25,0,34,2,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,71,13,Saudi,TRUE,FALSE,FALSE,FALSE,0
747,1,0,0,0,2,0,17,3,4,0,28,3,32,1,NA,NA,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,34,1,NA,FALSE,FALSE,FALSE,FALSE,0
748,1,0,2,0,4,0,5,0,4,0,3,0,15,0,NA,NA,2/15/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1,1,NA,FALSE,FALSE,FALSE,FALSE,0
749,2,0,4,0,5,0,7,0,9,0,1,0,29,0,NA,NA,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,4112,1,Indonesia,FALSE,FALSE,FALSE,FALSE,0
750,6,2,9,0,20,1,23,2,29,3,NA,NA,63,5,NA,NA,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,23,1,NA,FALSE,FALSE,FALSE,FALSE,0
751,4,0,0,0,5,0,3,0,8,0,3,0,19,0,12,0,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,37,5,Iraq,FALSE,FALSE,TRUE,FALSE,1
752,2,0,1,0,2,1,4,1,2,1,6,1,8,2,NA,NA,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,504,1,Kuwait,TRUE,FALSE,FALSE,FALSE,0
753,38,0,34,1,106,2,146,6,124,3,174,11,267,5,316,14,2/15/18,0,NA,75,9,Saudi,TRUE,FALSE,FALSE,FALSE,0
754,16,0,43,0,115,3,179,8,162,3,134,10,215,3,313,19,2/15/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,81,41,Yemen,FALSE,TRUE,FALSE,FALSE,1
755,108,0,117,1,217,0,217,2,204,0,278,2,430,2,445,2,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,215,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
756,10,3,0,0,14,4,25,0,15,0,9,0,20,10,23,0,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,7,1,NA,FALSE,FALSE,FALSE,FALSE,0
757,6,2,7,0,20,3,29,0,31,1,17,1,65,7,124,5,2/15/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,152,105,Yemen,FALSE,TRUE,FALSE,FALSE,1
758,0,0,3,0,0,0,5,0,2,0,10,0,23,0,44,0,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,293,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
759,2,0,1,0,2,0,7,0,3,0,18,0,34,0,32,0,2/15/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,77,38,GCC,TRUE,FALSE,FALSE,FALSE,0
760,0,0,2,0,4,0,3,0,2,0,1,0,6,0,4,0,2/15/18,5,هذا الكلام الطائفي يزرع الفتنة.,34,27,GCC,TRUE,FALSE,FALSE,FALSE,0
761,0,0,0,0,1,0,2,0,1,0,1,0,3,0,5,0,2/16/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1286,12,Saudi,TRUE,FALSE,FALSE,FALSE,0
762,27,4,87,7,122,24,234,2,154,14,212,6,552,35,214,5,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,311,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
763,0,0,0,0,0,0,3,0,0,0,10,0,0,0,31,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1230,147,Saudi,TRUE,FALSE,FALSE,FALSE,0
764,17,0,12,0,42,0,15,0,71,0,26,0,84,0,50,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,3260,305,Saudi,TRUE,FALSE,FALSE,FALSE,0
765,0,0,0,0,7,2,3,0,9,3,2,0,34,10,13,0,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,23,20,GCC,TRUE,FALSE,FALSE,FALSE,0
766,3,0,0,0,7,1,5,2,12,1,5,2,12,0,0,0,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,18,19,NA,FALSE,FALSE,FALSE,FALSE,0
767,5,0,3,0,12,0,9,0,14,0,19,0,15,1,NA,NA,2/16/18,0,NA,326,169,NA,FALSE,FALSE,FALSE,FALSE,0
768,11,0,1,0,69,0,14,0,101,0,50,0,154,0,202,2,2/16/18,0,NA,1231,92,GCC,TRUE,FALSE,FALSE,FALSE,0
769,5,0,4,0,3,0,2,1,4,1,2,1,5,0,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,27,1,NA,FALSE,FALSE,FALSE,FALSE,0
770,15,0,11,1,49,2,21,1,64,3,NA,NA,161,3,NA,NA,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,29,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
771,1,0,0,0,5,0,2,0,6,0,18,0,20,0,18,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,4,1,GCC,TRUE,FALSE,FALSE,FALSE,0
772,2,1,0,0,12,3,2,0,28,3,4,0,51,6,5,0,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,349,10,Saudi,TRUE,FALSE,FALSE,FALSE,0
773,1,0,9,2,24,0,27,2,33,0,69,2,111,0,193,2,2/16/18,0,NA,32,24,Iraq,FALSE,FALSE,TRUE,FALSE,1
